Date,AAPL,AMZN,GOOGL,MSFT,NFLX,AAPL_Return%,AMZN_Return%,GOOGL_Return%,MSFT_Return%,NFLX_Return%
2024-11-26,233.7829132080078,207.86000061035156,168.14901733398438,423.888427734375,87.26000213623047,0.9404,3.1819,0.8768,2.1968,0.8099
2024-11-27,233.65362548828125,205.74000549316406,168.25839233398438,418.9363098144531,87.73400115966797,-0.0553,-1.0199,0.065,-1.1683,0.5432
2024-11-29,236.0405731201172,207.88999938964844,167.97999572753906,419.4018249511719,88.68099975585938,1.0216,1.045,-0.1655,0.1111,1.0794
2024-12-02,238.2882843017578,210.7100067138672,170.50543212890625,426.8497619628906,89.77400207519531,0.9523,1.3565,1.5034,1.7758,1.2325
2024-12-03,241.3316650390625,213.44000244140625,170.35629272460938,427.06768798828125,90.21700286865234,1.2772,1.2956,-0.0875,0.0511,0.4935
2024-12-04,241.68971252441406,218.16000366210938,173.36888122558594,433.22802734375,91.10600280761719,0.1484,2.2114,1.7684,1.4425,0.9854
2024-12-05,241.71954345703125,220.5500030517578,171.64883422851562,438.3782043457031,91.78700256347656,0.0123,1.0955,-0.9921,1.1888,0.7475
2024-12-06,241.5206298828125,227.02999877929688,173.70693969726562,439.3191223144531,93.4739990234375,-0.0823,2.9381,1.199,0.2146,1.8379
2024-12-09,245.40940856933594,226.08999633789062,174.56297302246094,441.74560546875,91.36900329589844,1.6101,-0.414,0.4928,0.5523,-2.252
2024-12-10,246.4238739013672,225.0399932861328,184.31788635253906,439.08135986328125,91.33499908447266,0.4134,-0.4644,5.5882,-0.6031,-0.0372
2024-12-11,245.15081787109375,230.25999450683594,194.50079345703125,444.68719482421875,93.65599822998047,-0.5166,2.3196,5.5246,1.2767,2.5412
2024-12-12,246.6128387451172,228.97000122070312,191.07664489746094,445.251708984375,92.55500030517578,0.5964,-0.5602,-1.7605,0.1269,-1.1756
2024-12-13,246.7819061279297,227.4600067138672,188.94647216796875,442.9836730957031,91.88700103759766,0.0686,-0.6595,-1.1148,-0.5094,-0.7217
2024-12-16,249.67608642578125,232.92999267578125,195.75498962402344,447.26226806640625,92.10800170898438,1.1728,2.4048,3.6034,0.9659,0.2405
2024-12-17,252.1028289794922,231.14999389648438,194.52069091796875,450.104736328125,91.91300201416016,0.972,-0.7642,-0.6305,0.6355,-0.2117
2024-12-18,246.70233154296875,220.52000427246094,187.5330047607422,433.19830322265625,88.95500183105469,-2.1422,-4.5987,-3.5923,-3.7561,-3.2183
2024-12-19,248.43289184570312,223.2899932861328,187.64248657226562,432.841796875,90.2040023803711,0.7015,1.2561,0.0584,-0.0823,1.4041
2024-12-20,253.10736083984375,224.9199981689453,190.52914428710938,432.41595458984375,90.90499877929688,1.8816,0.73,1.5384,-0.0984,0.7771
2024-12-23,253.8831329345703,225.05999755859375,193.73434448242188,431.078857421875,91.1449966430664,0.3065,0.0622,1.6823,-0.3092,0.264
2024-12-24,256.7972106933594,229.0500030517578,195.20753479003906,435.1197509765625,93.21199798583984,1.1478,1.7729,0.7604,0.9374,2.2678
2024-12-26,257.61273193359375,227.0500030517578,194.6998748779297,433.9114074707031,92.41400146484375,0.3176,-0.8732,-0.2601,-0.2777,-0.8561
2024-12-27,254.20138549804688,223.75,191.8729248046875,426.4040832519531,90.75499725341797,-1.3242,-1.4534,-1.452,-1.7302,-1.7952
2024-12-30,250.8297882080078,221.3000030517578,190.35995483398438,420.7586669921875,90.04299926757812,-1.3263,-1.095,-0.7885,-1.324,-0.7845
2024-12-31,249.0594482421875,219.38999938964844,188.42886352539062,417.46063232421875,89.13200378417969,-0.7058,-0.8631,-1.0144,-0.7838,-1.0117
2025-01-02,242.52516174316406,220.22000122070312,188.5582733154297,414.568603515625,88.6729965209961,-2.6236,0.3783,0.0687,-0.6928,-0.515
2025-01-03,242.03782653808594,224.19000244140625,190.9073944091797,419.2928771972656,88.1050033569336,-0.2009,1.8027,1.2458,1.1396,-0.6405
2025-01-06,243.66891479492188,227.61000061035156,195.96401977539062,423.7497863769531,88.17900085449219,0.6739,1.5255,2.6487,1.063,0.084
2025-01-07,240.89407348632812,222.11000061035156,194.59039306640625,418.322265625,87.91899871826172,-1.1388,-2.4164,-0.701,-1.2808,-0.2949
2025-01-08,241.38140869140625,222.1300048828125,193.05746459960938,420.49127197265625,87.5,0.2023,0.009,-0.7878,0.5185,-0.4766
2025-01-10,235.56320190429688,218.94000244140625,191.15625,414.9350280761719,83.76899719238281,-2.4104,-1.4361,-0.9848,-1.3214,-4.264
2025-01-13,233.12649536132812,218.4600067138672,190.1309814453125,413.19195556640625,84.02899932861328,-1.0344,-0.2192,-0.5364,-0.4201,0.3104
2025-01-14,232.01258850097656,217.75999450683594,188.78721618652344,411.68646240234375,82.83999633789062,-0.4778,-0.3204,-0.7068,-0.3644,-1.415
2025-01-15,236.57765197753906,223.35000610351562,194.65011596679688,422.2244873046875,84.82599639892578,1.9676,2.5671,3.1056,2.5597,2.3974
2025-01-16,227.0198516845703,220.66000366210938,192.02223205566406,420.5110778808594,84.23699951171875,-4.04,-1.2044,-1.3501,-0.4058,-0.6944
2025-01-17,228.7305145263672,225.94000244140625,195.09805297851562,424.91845703125,85.80999755859375,0.7535,2.3928,1.6018,1.0481,1.8673
2025-01-21,221.43038940429688,230.7100067138672,197.13861083984375,424.3935546875,86.96800231933594,-3.1916,2.1112,1.0459,-0.1235,1.3495
